time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-12-25T02:11:23.571Z,3.452,-73.9555,10,5.1,mb,,111,1.431,1.09,us,us70006qsp,2019-12-26T04:09:38.235Z,"10km SE of Lejanias, Colombia",earthquake,6.9,1.8,0.026,478,reviewed,us,us
2019-12-25T01:24:15.890Z,33.7098333,-116.7803333,15.79,2.89,ml,124,12,0.05517,0.2,ci,ci39012591,2019-12-26T22:18:35.810Z,"7km WSW of Idyllwild, CA",earthquake,0.11,0.26,0.14,250,reviewed,ci,ci
2019-12-25T01:05:37.190Z,64.5662,-149.731,20.8,2.5,ml,,,,0.68,ak,ak019ghqk6ay,2019-12-25T01:12:54.073Z,"29km W of North Nenana, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-12-25T00:56:45.428Z,-1.5156,120.1165,10,4.8,mb,,91,2.692,1.06,us,us70006qsf,2019-12-25T01:22:03.040Z,"60km W of Kasiguncu, Indonesia",earthquake,4.3,1.9,0.135,17,reviewed,us,us
2019-12-25T00:43:52.230Z,19.1898,-67.8995,51,3.23,md,8,330,1.0692,0.55,pr,pr2019359000,2019-12-25T05:57:45.772Z,"85km NE of Punta Cana, Dominican Republic",earthquake,7.9,32.54,0.16,5,reviewed,pr,pr
2019-12-25T00:25:01.015Z,3.4684,-73.9681,10,4.5,mb,,82,1.412,0.92,us,us70006qs6,2019-12-25T02:35:56.739Z,"8km SE of Lejanias, Colombia",earthquake,8.8,1.9,0.049,123,reviewed,us,us
2019-12-24T23:55:18.115Z,13.7672,-92.8236,10,4.5,mb,,188,1.328,1.06,us,us70006qrz,2019-12-25T00:17:41.040Z,"106km SW of Ocos, Guatemala",earthquake,10,2,0.045,144,reviewed,us,us
2019-12-24T23:55:13.600Z,19.1353,-67.723,39,3.35,md,9,326,0.7895,0.54,pr,pr2019358018,2019-12-30T03:33:29.040Z,"76km NW of San Antonio, Puerto Rico",earthquake,5.64,30.47,0.05,3,reviewed,pr,pr
2019-12-24T23:47:02.430Z,35.9918333,-119.9496667,22.85,2.93,md,88,24,0.2802,0.22,nc,nc73319181,2019-12-31T03:49:03.958Z,"2km SSE of Kettleman City, CA",earthquake,0.31,0.42,0.221,75,reviewed,nc,nc
2019-12-24T23:11:36.090Z,19.262,-67.4745,33,3.3,md,5,339,0.8736,0.37,pr,pr2019358017,2019-12-30T03:32:01.040Z,"105km NW of San Antonio, Puerto Rico",earthquake,4.99,29.55,0.04,3,reviewed,pr,pr
2019-12-24T22:41:32.824Z,13.7097,-91.4706,35,4.3,mb,,162,0.838,1.35,us,us70006qrm,2019-12-30T03:25:24.040Z,"57km SSW of Nueva Concepcion, Guatemala",earthquake,8.9,2,0.056,90,reviewed,us,us
2019-12-24T22:06:53.010Z,19.1793,-67.7118,43,2.97,md,7,330,0.8282,0.25,pr,pr2019358016,2019-12-30T03:16:25.040Z,"77km NW of San Antonio, Puerto Rico",earthquake,3.22,13.71,0.32,6,reviewed,pr,pr
2019-12-24T22:04:31.720Z,19.2595,-67.9131,43,3.02,md,11,331,0.9767,0.34,pr,pr2019358015,2019-12-30T03:13:41.040Z,"76km NW of San Antonio, Puerto Rico",earthquake,3.2,17.76,0.3,10,reviewed,pr,pr
2019-12-24T22:00:18.274Z,36.31199265,-98.13368988,1.530025005,2.8,ml,79,47.26339889,0.2273990363,0.5596848378,ok,ok2019zdyd,2019-12-30T03:11:42.040Z,"22km W of Waukomis, Oklahoma",earthquake,1.299516644,1.164927868,,59,automatic,ok,ok
2019-12-24T20:14:33.674Z,61.8589,-159.4069,3.9,2.6,ml,,,,1.19,ak,ak019ggedzje,2019-12-25T18:45:35.040Z,"42km SSE of Holy Cross, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-12-24T20:11:15.668Z,3.6656,-73.9345,10,4.5,mb,,85,1.233,0.61,us,us70006qq5,2019-12-25T18:15:21.040Z,"17km SW of San Luis de Cubarral, Colombia",earthquake,6.4,1.5,0.072,56,reviewed,us,us
2019-12-24T19:44:03.846Z,36.87392807,-97.77272797,0.9741221666,2.57,ml,50,65.81265259,0.07317041606,0.6129567842,ok,ok2019zdtr,2019-12-26T08:38:38.255Z,"8km NNW of Medford, Oklahoma",earthquake,1.921488217,1.405651291,,35,automatic,ok,ok
2019-12-24T19:19:03.270Z,3.4572,-74.0581,10,5.6,mww,,51,1.403,0.67,us,us70006qp1,2019-12-25T19:20:54.488Z,"8km SSW of Lejanias, Colombia",earthquake,7.2,1.8,0.046,46,reviewed,us,us
2019-12-24T19:03:52.404Z,3.5028,-74.0461,11,6,mww,,47,1.361,0.75,us,us70006qnn,2019-12-30T16:39:45.040Z,"3km SW of Lejanias, Colombia",earthquake,7.1,1.7,0.066,22,reviewed,us,us
2019-12-24T19:02:44.940Z,19.3356,-67.441,49,3.16,md,11,304,0.9286,0.54,pr,pr2019358013,2019-12-25T16:27:20.040Z,"84km NNW of San Antonio, Puerto Rico",earthquake,3.89,13.35,0.18,10,reviewed,pr,pr
2019-12-24T18:48:24.477Z,-18.657,-69.2137,134.28,4.9,mww,,67,0.424,0.85,us,us70006qnj,2019-12-25T16:22:53.040Z,"62km SE of Putre, Chile",earthquake,5.3,4.6,0.08,15,reviewed,us,us
2019-12-24T18:37:56.041Z,11.5532,142.6859,51.55,4.9,mb,,117,20.375,0.6,us,us70006qny,2019-12-25T15:07:01.040Z,"287km SW of Merizo Village, Guam",earthquake,11.6,7.9,0.049,132,reviewed,us,us
2019-12-24T17:18:50.100Z,60.2101,-152.7037,108.6,3.4,ml,,,,0.55,ak,ak019ggcmktq,2019-12-25T14:23:18.040Z,"30km S of Redoubt Volcano, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-12-24T17:16:56.891Z,-21.202,-68.9098,123.61,4.2,mb,,69,0.561,0.73,us,us70006qm3,2019-12-25T14:07:49.040Z,"140km N of Calama, Chile",earthquake,6,5.3,0.372,2,reviewed,us,us
2019-12-24T16:55:01.250Z,39.7161674,-121.4834976,32.4,2.5,md,8,169,0.529,0.19,nc,nc73319036,2019-12-24T18:05:02.796Z,"4km SE of Concow, CA",earthquake,3.99,5.22,0.2,7,automatic,nc,nc
2019-12-24T16:43:32.751Z,-26.9769,-63.3728,560.58,6,mww,,31,5.141,0.56,us,us70006qk4,2019-12-30T16:32:36.040Z,"15km WNW of El Hoyo, Argentina",earthquake,9.1,3.9,0.052,36,reviewed,us,us
2019-12-24T14:36:54.869Z,43.6008,146.0262,101.07,5,mb,,125,2.536,0.54,us,us70006qjc,2019-12-25T13:49:36.371Z,"47km NE of Nemuro, Japan",earthquake,9.2,6.9,0.031,328,reviewed,us,us
2019-12-24T14:26:57.010Z,33.6023333,-118.3866667,14.26,2.74,ml,81,121,0.1345,0.3,ci,ci39011903,2019-12-29T07:43:34.184Z,"16km S of Rancho Palos Verdes, CA",earthquake,0.3,0.53,0.145,238,reviewed,ci,ci
2019-12-24T13:55:24.203Z,36.7189,71.1639,232.59,4.3,mb,,98,0.901,0.4,us,us70006qiu,2019-12-24T15:06:11.040Z,"33km W of Ashkasham, Afghanistan",earthquake,8.3,4.5,0.091,34,reviewed,us,us
2019-12-24T13:52:45.820Z,-22.6118,-172.9654,10,4.9,mb,,73,8.728,0.48,us,us70006qiw,2019-12-24T15:09:13.040Z,"249km SE of `Ohonua, Tonga",earthquake,10.6,1.9,0.049,132,reviewed,us,us
2019-12-24T13:37:39.178Z,-30.2079,-178.0872,54.9,4.5,mb,,164,0.969,0.54,us,us70006qip,2019-12-24T14:55:40.040Z,"105km S of Raoul Island, New Zealand",earthquake,16.5,14.5,0.131,17,reviewed,us,us
2019-12-24T12:44:34.653Z,-1.3232,69.4716,10,4.4,mb,,59,3.957,0.68,us,us70006qim,2019-12-27T14:41:15.040Z,"Carlsberg Ridge",earthquake,8.8,1.8,0.127,18,reviewed,us,us
2019-12-24T12:22:44.258Z,62.7465,-151.8524,10.5,3.4,ml,,,,0.74,ak,ak019gg9o96p,2019-12-27T14:24:47.040Z,"101km WNW of Talkeetna, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-12-24T11:49:34.365Z,-17.2437,-174.1491,169.84,4.8,mb,,103,4.026,1.37,us,us70006qif,2019-12-24T12:08:54.040Z,"149km SSW of Hihifo, Tonga",earthquake,10.2,9.2,0.112,25,reviewed,us,us
2019-12-24T10:06:47.661Z,5.1443,-82.4313,10,4.6,mb,,146,3.363,0.66,us,us70006qhm,2019-12-24T10:31:04.040Z,"South of Panama",earthquake,12.1,1.9,0.047,132,reviewed,us,us
2019-12-24T09:55:47.930Z,19.1656,-67.179,11,3.14,md,6,296,0.7014,0.32,pr,pr2019358011,2019-12-24T11:53:39.324Z,"75km NNW of Isabela, Puerto Rico",earthquake,8.41,12.66,0.18,5,reviewed,pr,pr
2019-12-24T09:10:02.840Z,35.8508333,-117.6926667,4.65,2.86,ml,26,61,0.07227,0.2,ci,ci39011687,2019-12-24T09:47:29.057Z,"22km ESE of Little Lake, CA",earthquake,0.3,0.67,0.204,26,automatic,ci,ci
2019-12-24T08:56:53.360Z,19.0146,-67.1326,32,3.2,md,6,285,0.5475,0.37,pr,pr2019358010,2019-12-24T11:53:20.836Z,"57km N of San Antonio, Puerto Rico",earthquake,2.26,9.12,0.08,4,reviewed,pr,pr
2019-12-24T08:39:14.060Z,18.3316,-65.1123,34,3.31,md,4,345,0.7605,0.14,pr,pr2019358009,2019-12-24T11:50:33.460Z,"19km W of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.92,5.02,0.05,3,reviewed,pr,pr
2019-12-24T07:53:17.390Z,19.3703,-67.3328,23,3.41,md,12,301,0.9295,0.34,pr,pr2019358006,2019-12-24T08:20:26.450Z,"100km NNW of San Antonio, Puerto Rico",earthquake,1.89,27.37,0.25,9,reviewed,pr,pr
2019-12-24T07:43:46.070Z,18.8425,-67.3033,112,3.16,md,5,313,0.7013,0.29,pr,pr2019358008,2019-12-24T11:50:09.500Z,"44km NNW of San Antonio, Puerto Rico",earthquake,6.9,5.52,0.17,5,reviewed,pr,pr
2019-12-24T06:52:23.892Z,61.4989,-149.8668,37.2,3.6,ml,,,,0.6,ak,ak019gg6a1fu,2019-12-25T06:54:50.068Z,"8km S of Big Lake, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-12-24T06:34:51.200Z,19.2271671,-155.4396667,31.83,2.55,md,57,119,0.04115,0.13,hv,hv71290616,2019-12-24T06:38:08.330Z,"4km ENE of Pahala, Hawaii",earthquake,0.44,0.61,0.2,30,automatic,hv,hv
2019-12-24T06:33:59.540Z,38.817,-122.7628333,2.47,3.16,ml,90,43,0.01454,0.08,nc,nc73318771,2019-12-28T19:29:23.418Z,"4km W of Cobb, CA",earthquake,0.12,0.17,0.171,57,reviewed,nc,nc
2019-12-24T05:52:56.516Z,7.0933,92.4323,10,5.1,mb,,100,4.543,1,us,us70006qg6,2019-12-24T06:15:32.040Z,"137km SW of Mohean, India",earthquake,8.3,1.9,0.07,66,reviewed,us,us
2019-12-24T05:35:04.120Z,17.0863,-67.6598,29,3.42,md,12,309,1.072,0.45,pr,pr2019358005,2019-12-24T08:24:52.746Z,"110km SSW of Pole Ojea, Puerto Rico",earthquake,2.66,29.12,0.22,7,reviewed,pr,pr
2019-12-24T03:20:56.600Z,17.9056,-66.583,11,2.69,md,7,208,0.1391,0.21,pr,pr2019358003,2019-12-24T08:22:49.482Z,"12km SSE of Ponce, Puerto Rico",earthquake,1.01,0.78,0.21,6,reviewed,pr,pr
2019-12-24T03:14:47.387Z,54.4578,159.8324,136.07,4.5,mb,,148,1.599,0.57,us,us70006qel,2019-12-24T03:27:49.040Z,"170km NNE of Yelizovo, Russia",earthquake,13.7,9.9,0.094,33,reviewed,us,us
2019-12-24T02:19:14.760Z,19.9386673,-156.0756683,11.95,2.52,md,24,253,0.3363,0.33,hv,hv71290316,2019-12-24T10:21:49.523Z,"25km NNW of Kalaoa, Hawaii",earthquake,5.91,8.05,0.18,5,automatic,hv,hv
2019-12-24T02:13:30.790Z,17.8665,-68.0641,26,2.78,md,6,345,0.7813,0.09,pr,pr2019358002,2019-12-24T04:38:33.585Z,"80km SE of Boca de Yuma, Dominican Republic",earthquake,3.12,9.6,0.39,4,reviewed,pr,pr
2019-12-24T01:45:35.824Z,9.5143,-81.963,10,4.3,mb,,126,1.012,0.85,us,us70006qe8,2019-12-24T13:30:09.217Z,"30km NE of Isla Bastimentos, Panama",earthquake,2.8,2,0.217,6,reviewed,us,us
2019-12-24T00:54:38.380Z,36.6744995,-121.2988358,4.16,2.94,ml,52,65,0.0443,0.11,nc,nc73318686,2019-12-24T15:26:06.639Z,"13km S of Tres Pinos, CA",earthquake,0.18,0.79,0.22,9,automatic,nc,nc
2019-12-24T00:25:41.420Z,32.602,-109.1116,12.07,3.2,ml,,72,0.051,0.41,us,us70006qd9,2019-12-30T06:50:13.083Z,"47km NW of Lordsburg, New Mexico",earthquake,2.3,5,0.062,34,reviewed,us,us
2019-12-24T00:25:09.970Z,10.8563,-86.4757,35,4.7,mb,,129,1.148,0.92,us,us70006qdf,2019-12-29T23:16:37.161Z,"79km WSW of San Juan del Sur, Nicaragua",earthquake,7.8,2,0.031,318,reviewed,us,us
2019-12-24T00:24:13.258Z,10.8972,-86.4727,35,4.5,mb,,193,1.171,0.79,us,us70006qda,2019-12-26T06:26:09.040Z,"76km WSW of San Juan del Sur, Nicaragua",earthquake,3.4,2,0.066,68,reviewed,us,us
2019-12-24T00:19:57.088Z,13.3699,-89.4003,81.61,4.3,mb,,135,1.023,1.24,us,us70006qd5,2019-12-30T22:04:40.438Z,"15km SSW of La Libertad, El Salvador",earthquake,7.2,8.3,0.052,104,reviewed,us,us
2019-12-24T00:09:48.800Z,19.1775,-67.2476,24,3.21,md,7,322,0.723,0.46,pr,pr2019358000,2019-12-26T06:12:26.040Z,"72km N of Isabela, Puerto Rico",earthquake,3.02,29.78,0.17,6,reviewed,pr,pr
